video_id,platform,publish_month,data_month,months_since_publish,views,watch_time_minutes
vid_1129328,YouTube,2026-02,2026-02,0,0,0.0
vid_1129328,YouTube,2026-02,2026-02,0,2671,12334.0
vid_1131277,YouTube,2026-02,2026-02,0,266595,1375686.0
vid_1122039,YouTube,2026-02,2026-02,0,122,38.0
vid_1131093,YouTube,2026-02,2026-02,0,242,101.0
vid_1126899,YouTube,2026-02,2026-02,0,184,67.0
vid_1121970,YouTube,2026-02,2026-02,0,100,64.0
vid_1130730,YouTube,2026-02,2026-02,0,256,70.0
vid_1121800,YouTube,2026-02,2026-02,0,202,75.0
vid_1121680,YouTube,2026-02,2026-02,0,4138,1783.0
vid_1127248,YouTube,2026-02,2026-02,0,492,197.0
vid_1131125,YouTube,2026-02,2026-02,0,1528,671.0
vid_1126865,YouTube,2026-02,2026-02,0,782,434.0
vid_1131756,YouTube,2026-02,2026-02,0,820,338.0
vid_1131006,YouTube,2026-02,2026-02,0,8949,2809.0
vid_1128846,YouTube,2026-02,2026-02,0,3034,821.0
vid_1127151,YouTube,2026-02,2026-02,0,1,0.0
vid_1127151,YouTube,2026-02,2026-02,0,11973,3331.0
vid_1128492,YouTube,2026-02,2026-02,0,683,177.0
vid_1128492,YouTube,2026-02,2026-02,0,2839,667.0
vid_1131694,YouTube,2026-02,2026-02,0,8490,66288.0
vid_1132318,YouTube,2026-02,2026-02,0,149,60.0
vid_1127645,YouTube,2026-02,2026-02,0,155,59.0
vid_1126859,YouTube,2026-02,2026-02,0,247,126.0
vid_1128620,YouTube,2026-02,2026-02,0,7483,2230.0
vid_1130635,YouTube,2026-02,2026-02,0,2275,1081.0
vid_1131906,YouTube,2026-02,2026-02,0,1611,1092.0
vid_1129738,YouTube,2026-02,2026-02,0,17788,7202.0
vid_1128165,YouTube,2026-02,2026-02,0,107,32.0
vid_1129554,YouTube,2026-02,2026-02,0,132,39.0
vid_1132323,YouTube,2026-02,2026-02,0,243,95.0
vid_1121765,YouTube,2026-02,2026-02,0,1142,1077.0
vid_1121451,YouTube,2026-02,2026-02,0,1833,647.0
vid_1127070,YouTube,2026-02,2026-02,0,2083,1119.0
vid_1131237,YouTube,2026-02,2026-02,0,2286,667.0
vid_1129991,YouTube,2026-02,2026-02,0,10854,3471.0
vid_1132183,YouTube,2026-02,2026-02,0,2870,837.0
vid_1130859,YouTube,2026-02,2026-02,0,6,41.0
vid_1130859,YouTube,2026-02,2026-02,0,56125,287817.0
vid_1127967,YouTube,2026-02,2026-02,0,1,0.0
vid_1127967,YouTube,2026-02,2026-02,0,720970,3866141.0
vid_1121707,YouTube,2026-02,2026-02,0,1507,621.0
vid_1121707,YouTube,2026-02,2026-02,0,8914,3724.0
vid_1127867,YouTube,2026-02,2026-02,0,4570,2282.0
vid_1121175,YouTube,2026-02,2026-02,0,2478,910.0
vid_1127172,YouTube,2026-02,2026-02,0,807,311.0
vid_1128621,YouTube,2026-02,2026-02,0,1626,1088.0
vid_1127045,YouTube,2026-02,2026-02,0,23354,7172.0
vid_1127193,YouTube,2026-02,2026-02,0,4155,1195.0
vid_1132079,YouTube,2026-02,2026-02,0,118,53.0
vid_1129213,YouTube,2026-02,2026-02,0,17657,4228.0
vid_1131892,YouTube,2026-02,2026-02,0,1161,268.0
vid_1122355,YouTube,2026-02,2026-02,0,2802,589.0
vid_1128753,YouTube,2026-02,2026-02,0,3480,6441.0
vid_1128066,YouTube,2026-02,2026-02,0,1859,2946.0
vid_1128641,YouTube,2026-02,2026-02,0,534,1741.0
vid_1122211,YouTube,2026-02,2026-02,0,2210,3419.0
vid_1126813,YouTube,2026-02,2026-02,0,2760,1020.0
vid_1131871,YouTube,2026-02,2026-02,0,231,754.0
vid_1130215,YouTube,2026-02,2026-02,0,6379,46760.0
vid_1131573,YouTube,2026-02,2026-02,0,0,0.0
vid_1131573,YouTube,2026-02,2026-02,0,2585,30782.0
vid_1128794,YouTube,2026-01,2026-02,1,50,103.0
vid_1128794,YouTube,2026-01,2026-02,1,28,43.0
vid_1127610,YouTube,2026-01,2026-02,1,40,169.0
vid_1127610,YouTube,2026-01,2026-02,1,35,131.0
vid_1130860,YouTube,2026-01,2026-02,1,12,20.0
vid_1130860,YouTube,2026-01,2026-02,1,27,42.0
vid_1130694,YouTube,2026-01,2026-02,1,21,78.0
vid_1130694,YouTube,2026-01,2026-02,1,65,170.0
vid_1131421,YouTube,2026-01,2026-02,1,1,0.0
vid_1131421,YouTube,2026-01,2026-02,1,27,22.0
vid_1121631,YouTube,2025-12,2026-02,2,77,254.0
vid_1130594,YouTube,2025-12,2026-02,2,32,63.0
vid_1129013,YouTube,2025-12,2026-02,2,5,7.0
vid_1128722,YouTube,2025-12,2026-02,2,381,221.0
vid_1132343,YouTube,2025-12,2026-02,2,2,0.0
vid_1129720,YouTube,2025-12,2026-02,2,9,34.0
vid_1131920,YouTube,2025-12,2026-02,2,4,0.0
vid_1131130,YouTube,2025-12,2026-02,2,250,169.0
vid_1126720,YouTube,2025-12,2026-02,2,418,189.0
vid_1128746,YouTube,2025-12,2026-02,2,15,56.0
vid_1132280,YouTube,2025-12,2026-02,2,9,44.0
vid_1128384,YouTube,2025-12,2026-02,2,399,219.0
vid_1126735,YouTube,2025-12,2026-02,2,50,115.0
vid_1131875,YouTube,2025-12,2026-02,2,384,209.0
vid_1121257,YouTube,2025-12,2026-02,2,23,3.0
vid_1130569,YouTube,2025-12,2026-02,2,1,0.0
vid_1130972,YouTube,2025-11,2026-02,3,302,143.0
vid_1128235,YouTube,2025-11,2026-02,3,1,0.0
vid_1129618,YouTube,2025-11,2026-02,3,666,419.0
vid_1131773,YouTube,2025-11,2026-02,3,1,0.0
vid_1129394,YouTube,2025-11,2026-02,3,218,107.0
vid_1126811,YouTube,2025-11,2026-02,3,4,20.0
vid_1127078,YouTube,2025-11,2026-02,3,54,138.0
vid_1130585,YouTube,2025-11,2026-02,3,268,135.0
vid_1129272,YouTube,2025-11,2026-02,3,1,0.0
vid_1121607,YouTube,2025-11,2026-02,3,5,39.0
vid_1130277,YouTube,2025-11,2026-02,3,2,5.0
vid_1129444,YouTube,2025-11,2026-02,3,231,86.0
vid_1128283,YouTube,2025-11,2026-02,3,6,50.0
vid_1132136,YouTube,2025-11,2026-02,3,317,206.0
vid_1131552,YouTube,2025-11,2026-02,3,232,112.0
vid_1122330,YouTube,2025-11,2026-02,3,1,0.0
vid_1132180,YouTube,2025-11,2026-02,3,16,10.0
vid_1121853,YouTube,2025-11,2026-02,3,157,53.0
vid_1121412,YouTube,2025-11,2026-02,3,4,0.0
vid_1127976,YouTube,2025-11,2026-02,3,151,58.0
vid_1121884,YouTube,2025-11,2026-02,3,123,49.0
vid_1129857,YouTube,2025-11,2026-02,3,3,11.0
vid_1129169,YouTube,2025-11,2026-02,3,207,88.0
vid_1121947,YouTube,2025-11,2026-02,3,2,0.0
vid_1127412,YouTube,2025-11,2026-02,3,84,34.0
vid_1128995,YouTube,2025-11,2026-02,3,217,131.0
vid_1127310,YouTube,2025-10,2026-02,4,300,281.0
vid_1131593,YouTube,2025-10,2026-02,4,8,1.0
vid_1130145,YouTube,2025-10,2026-02,4,12,50.0
vid_1132069,YouTube,2025-10,2026-02,4,6,22.0
vid_1128461,YouTube,2025-10,2026-02,4,116,22.0
vid_1130022,YouTube,2025-10,2026-02,4,11,70.0
vid_1127445,YouTube,2025-10,2026-02,4,171,90.0
vid_1129426,YouTube,2025-10,2026-02,4,2538,1313.0
vid_1132410,YouTube,2025-10,2026-02,4,1,0.0
vid_1130316,YouTube,2025-10,2026-02,4,148,74.0
vid_1121613,YouTube,2025-10,2026-02,4,6,15.0
vid_1127546,YouTube,2025-10,2026-02,4,53,12.0
vid_1122065,YouTube,2025-10,2026-02,4,1,0.0
vid_1129469,YouTube,2025-10,2026-02,4,4,21.0
vid_1127395,YouTube,2025-10,2026-02,4,102,39.0
vid_1122087,YouTube,2025-10,2026-02,4,116,62.0
vid_1131668,YouTube,2025-10,2026-02,4,150,72.0
vid_1132223,YouTube,2025-10,2026-02,4,2,15.0
vid_1130580,YouTube,2025-10,2026-02,4,116,34.0
vid_1121939,YouTube,2025-10,2026-02,4,90,33.0
vid_1130382,YouTube,2025-10,2026-02,4,97,27.0
vid_1130467,YouTube,2025-10,2026-02,4,3,0.0
vid_1121780,YouTube,2025-10,2026-02,4,6,0.0
vid_1126876,YouTube,2025-10,2026-02,4,94,40.0
vid_1127284,YouTube,2025-10,2026-02,4,3,32.0
vid_1131332,YouTube,2025-10,2026-02,4,64,11.0
vid_1121842,YouTube,2025-10,2026-02,4,56,13.0
vid_1128074,YouTube,2025-10,2026-02,4,3,8.0
vid_1130925,YouTube,2025-10,2026-02,4,125,73.0
vid_1121923,YouTube,2025-09,2026-02,5,2,0.0
vid_1121612,YouTube,2025-09,2026-02,5,86,27.0
vid_1131537,YouTube,2025-09,2026-02,5,41,13.0
vid_1132206,YouTube,2025-09,2026-02,5,78,33.0
vid_1127563,YouTube,2025-09,2026-02,5,67,10.0
vid_1128011,YouTube,2025-09,2026-02,5,2,2.0
vid_1131789,YouTube,2025-09,2026-02,5,171,59.0
vid_1128766,YouTube,2025-09,2026-02,5,1,0.0
vid_1127354,YouTube,2025-09,2026-02,5,72,26.0
vid_1129565,YouTube,2025-09,2026-02,5,11,0.0
vid_1132215,YouTube,2025-09,2026-02,5,156,50.0
vid_1131392,YouTube,2025-09,2026-02,5,5,17.0
vid_1121436,YouTube,2025-09,2026-02,5,230611,90688.0
vid_1131486,YouTube,2025-09,2026-02,5,47,214.0
vid_1128360,YouTube,2025-09,2026-02,5,45,208.0
vid_1132019,YouTube,2025-09,2026-02,5,5,5.0
vid_1126888,YouTube,2025-09,2026-02,5,319,990.0
vid_1130674,YouTube,2025-08,2026-02,6,11,33.0
vid_1130052,YouTube,2025-08,2026-02,6,13,44.0
vid_1130296,YouTube,2026-02,2026-02,0,583,215.0
vid_1130296,YouTube,2026-02,2026-02,0,7402,2894.0
vid_1128950,YouTube,2026-02,2026-02,0,3476,1061.0
vid_1127930,YouTube,2026-02,2026-02,0,420,134.0
vid_1128820,YouTube,2026-02,2026-02,0,5537,1463.0
vid_1122406,YouTube,2026-02,2026-02,0,4018,1407.0
vid_1130530,YouTube,2026-02,2026-02,0,16,50.0
vid_1130530,YouTube,2026-02,2026-02,0,1064,1363.0
vid_1121465,YouTube,2026-02,2026-02,0,237,119.0
vid_1127623,YouTube,2026-02,2026-02,0,221,65.0
vid_1129710,YouTube,2026-02,2026-02,0,2831,630.0
vid_1121823,YouTube,2026-02,2026-02,0,6537,1148.0
vid_1128226,YouTube,2026-02,2026-02,0,15604,3001.0
vid_1131946,YouTube,2026-02,2026-02,0,325,1341.0
vid_1129518,YouTube,2026-02,2026-02,0,19811,8390.0
vid_1129238,YouTube,2026-02,2026-02,0,1167,3954.0
vid_1132082,YouTube,2026-02,2026-02,0,11571,62800.0
vid_1129362,YouTube,2026-02,2026-02,0,1831,906.0
vid_1129362,YouTube,2026-02,2026-02,0,1962561,901953.0
vid_1130198,YouTube,2026-02,2026-02,0,5569,1612.0
vid_1129383,YouTube,2026-02,2026-02,0,16470,3681.0
vid_1122258,YouTube,2026-02,2026-02,0,5351,1897.0
vid_1127564,YouTube,2026-02,2026-02,0,614,214.0
vid_1131760,YouTube,2026-02,2026-02,0,949,601.0
vid_1128606,YouTube,2026-02,2026-02,0,9378,1888.0
vid_1122345,YouTube,2026-02,2026-02,0,3479,627.0
vid_1132063,YouTube,2026-02,2026-02,0,14179,2827.0
vid_1129546,YouTube,2026-02,2026-02,0,16,28.0
vid_1129546,YouTube,2026-02,2026-02,0,2445,8337.0
vid_1127919,YouTube,2026-02,2026-02,0,39646,189570.0
vid_1131072,YouTube,2026-02,2026-02,0,4585,2385.0
vid_1129023,YouTube,2026-02,2026-02,0,3844,1558.0
vid_1122371,YouTube,2026-02,2026-02,0,12456,4262.0
vid_1122088,YouTube,2026-02,2026-02,0,5753,3734.0
vid_1131470,YouTube,2026-02,2026-02,0,5737,2385.0
vid_1126957,YouTube,2026-02,2026-02,0,1,0.0
vid_1126957,YouTube,2026-02,2026-02,0,667,1148.0
vid_1132071,YouTube,2026-02,2026-02,0,5881,29561.0
vid_1131074,YouTube,2026-02,2026-02,0,29308,122605.0
vid_1127144,YouTube,2026-02,2026-02,0,16475,3684.0
vid_1131249,YouTube,2026-02,2026-02,0,508,273.0
vid_1128371,YouTube,2026-02,2026-02,0,2151,701.0
vid_1128446,YouTube,2026-02,2026-02,0,3761,1205.0
vid_1130363,YouTube,2026-02,2026-02,0,5817,1844.0
vid_1132036,YouTube,2026-02,2026-02,0,276,712.0
vid_1132036,YouTube,2026-02,2026-02,0,4790,8612.0
vid_1128393,YouTube,2026-02,2026-02,0,4491,1011.0
vid_1122168,YouTube,2026-02,2026-02,0,5283,1219.0
vid_1132086,YouTube,2026-02,2026-02,0,5414,1273.0
vid_1122366,YouTube,2026-02,2026-02,0,4356,3228.0
vid_1130954,YouTube,2026-02,2026-02,0,518,265.0
vid_1128941,YouTube,2026-02,2026-02,0,10016,1979.0
vid_1128299,YouTube,2026-02,2026-02,0,7777,1511.0
vid_1129603,YouTube,2026-02,2026-02,0,5496,1162.0
vid_1126884,YouTube,2026-02,2026-02,0,203,78.0
vid_1130567,YouTube,2026-02,2026-02,0,156,60.0
vid_1128580,YouTube,2026-02,2026-02,0,155,65.0
vid_1128317,YouTube,2026-02,2026-02,0,85,18.0
vid_1130814,YouTube,2026-02,2026-02,0,445,239.0
vid_1130814,YouTube,2026-02,2026-02,0,975202,401125.0
vid_1128523,YouTube,2026-02,2026-02,0,2705,11233.0
vid_1127956,YouTube,2026-02,2026-02,0,2380,505.0
vid_1127519,YouTube,2026-02,2026-02,0,2872,891.0
vid_1122360,YouTube,2026-02,2026-02,0,8303,2501.0
vid_1121698,YouTube,2026-02,2026-02,0,3799,1126.0
vid_1128660,YouTube,2026-02,2026-02,0,4840,1193.0
vid_1129802,YouTube,2026-02,2026-02,0,5832,1694.0
vid_1122287,YouTube,2026-02,2026-02,0,714,427.0
vid_1131673,YouTube,2026-02,2026-02,0,793,193.0
vid_1132187,YouTube,2026-02,2026-02,0,588,393.0
vid_1130380,YouTube,2026-02,2026-02,0,551,312.0
vid_1127894,YouTube,2026-02,2026-02,0,2194,708.0
vid_1128403,YouTube,2026-02,2026-02,0,4566,1212.0
vid_1129934,YouTube,2026-02,2026-02,0,14785,3049.0
vid_1128860,YouTube,2026-02,2026-02,0,5757,1275.0
vid_1129332,YouTube,2026-02,2026-02,0,11456,2658.0
vid_1128724,YouTube,2026-02,2026-02,0,1696,559.0
vid_1132252,YouTube,2026-02,2026-02,0,1055,1046.0
vid_1131985,YouTube,2026-02,2026-02,0,2384,15073.0
vid_1130723,YouTube,2026-02,2026-02,0,27233,134757.0
vid_1131742,YouTube,2026-02,2026-02,0,807,886.0
vid_1126824,YouTube,2026-02,2026-02,0,12405,5950.0
vid_1131385,YouTube,2026-02,2026-02,0,15859,5546.0
vid_1128704,YouTube,2026-02,2026-02,0,15749,5204.0
vid_1130214,YouTube,2026-02,2026-02,0,8157,35499.0
vid_1122227,YouTube,2026-02,2026-02,0,429,509.0
vid_1131189,YouTube,2026-02,2026-02,0,466,958.0
vid_1130488,YouTube,2026-02,2026-02,0,0,0.0
vid_1130488,YouTube,2026-02,2026-02,0,1021,6176.0
vid_1126779,YouTube,2026-02,2026-02,0,1017139,571661.0
vid_1129954,YouTube,2026-02,2026-02,0,0,0.0
vid_1129954,YouTube,2026-02,2026-02,0,1448,8808.0
vid_1128353,YouTube,2026-02,2026-02,0,6025,22244.0
vid_1127095,YouTube,2026-02,2026-02,0,152,123.0
vid_1128582,YouTube,2026-02,2026-02,0,312,105.0
vid_1129688,YouTube,2026-02,2026-02,0,40,11.0
vid_1129688,YouTube,2026-02,2026-02,0,101,88.0
vid_1129236,YouTube,2026-02,2026-02,0,2826,585.0
vid_1129236,YouTube,2026-02,2026-02,0,14867,3263.0
vid_1128642,YouTube,2026-02,2026-02,0,13302,3440.0
vid_1127535,YouTube,2026-02,2026-02,0,17693,3905.0
vid_1127970,YouTube,2026-02,2026-02,0,1300,281.0
vid_1128670,YouTube,2026-02,2026-02,0,3445,1453.0
vid_1127836,YouTube,2026-02,2026-02,0,852,590.0
vid_1126790,YouTube,2026-02,2026-02,0,15082,3260.0
vid_1132156,YouTube,2026-02,2026-02,0,3274,1123.0
vid_1127725,YouTube,2026-02,2026-02,0,1882,639.0
vid_1129357,YouTube,2026-02,2026-02,0,188,55.0
vid_1131607,YouTube,2026-02,2026-02,0,217,61.0
vid_1131256,YouTube,2026-02,2026-02,0,23,9.0
vid_1131256,YouTube,2026-02,2026-02,0,162,62.0
vid_1131662,YouTube,2026-02,2026-02,0,110,38.0
vid_1129629,YouTube,2026-02,2026-02,0,219,100.0
vid_1131248,YouTube,2026-02,2026-02,0,13,6.0
vid_1131248,YouTube,2026-02,2026-02,0,121,54.0
vid_1131271,YouTube,2026-02,2026-02,0,5633,1163.0
vid_1131271,YouTube,2026-02,2026-02,0,10742,2313.0
vid_1121433,YouTube,2026-02,2026-02,0,11,24.0
vid_1121433,YouTube,2026-02,2026-02,0,6776,19006.0
vid_1129761,YouTube,2026-02,2026-02,0,6885,1613.0
vid_1131456,YouTube,2026-02,2026-02,0,8898,1721.0
vid_1127231,YouTube,2026-02,2026-02,0,4030,867.0
vid_1132009,YouTube,2026-02,2026-02,0,7395,1514.0
vid_1128434,YouTube,2026-02,2026-02,0,1924,592.0
vid_1126963,YouTube,2026-02,2026-02,0,10307,2114.0
vid_1130205,YouTube,2026-02,2026-02,0,1011,590.0
vid_1130695,YouTube,2026-02,2026-02,0,452,171.0
vid_1129754,YouTube,2026-02,2026-02,0,331,180.0
vid_1121753,YouTube,2026-02,2026-02,0,593,258.0
vid_1131458,YouTube,2026-02,2026-02,0,2816,797.0
vid_1129015,YouTube,2026-02,2026-02,0,3924,1236.0
vid_1129456,YouTube,2026-02,2026-02,0,8078,1981.0
vid_1131815,YouTube,2026-02,2026-02,0,5739,1813.0
vid_1129661,YouTube,2026-02,2026-02,0,6948,1935.0
vid_1129806,YouTube,2026-02,2026-02,0,3696,1193.0
vid_1129017,YouTube,2026-02,2026-02,0,17293,3718.0
vid_1129042,YouTube,2026-02,2026-02,0,11783,2407.0
vid_1121710,YouTube,2026-02,2026-02,0,8441,1495.0
vid_1128559,YouTube,2026-02,2026-02,0,6625,1335.0
vid_1129191,YouTube,2026-02,2026-02,0,3753,2900.0
vid_1132299,YouTube,2026-02,2026-02,0,2216,1162.0
vid_1130092,YouTube,2026-02,2026-02,0,2232,621.0
vid_1127460,YouTube,2026-02,2026-02,0,14833,4240.0
vid_1131403,YouTube,2026-02,2026-02,0,2031,8388.0
vid_1130043,YouTube,2026-02,2026-02,0,407,185.0
vid_1131355,YouTube,2026-02,2026-02,0,198,64.0
vid_1130625,YouTube,2026-02,2026-02,0,18,5.0
vid_1130625,YouTube,2026-02,2026-02,0,158,55.0
vid_1130045,YouTube,2026-02,2026-02,0,422,1001.0
vid_1127069,YouTube,2026-02,2026-02,0,3838,22017.0
vid_1128874,YouTube,2026-02,2026-02,0,237,76.0
vid_1130606,YouTube,2026-02,2026-02,0,211,91.0
vid_1121390,YouTube,2026-02,2026-02,0,199,59.0
vid_1130280,YouTube,2026-02,2026-02,0,55,277.0
vid_1130280,YouTube,2026-02,2026-02,0,1978,9046.0
vid_1128004,YouTube,2026-02,2026-02,0,13127,2854.0
vid_1130303,YouTube,2026-02,2026-02,0,4599,1172.0
vid_1130496,YouTube,2026-02,2026-02,0,3317,719.0
vid_1128054,YouTube,2026-02,2026-02,0,4576,964.0
vid_1131883,YouTube,2026-02,2026-02,0,12208,2449.0
vid_1129451,YouTube,2026-02,2026-02,0,4013,792.0
vid_1131098,YouTube,2026-02,2026-02,0,3150,614.0
vid_1131868,YouTube,2026-02,2026-02,0,10264,2092.0
vid_1132131,YouTube,2026-02,2026-02,0,3217,1060.0
vid_1129369,YouTube,2026-02,2026-02,0,3734,1984.0
vid_1121644,YouTube,2026-02,2026-02,0,9742,4255.0
vid_1128858,YouTube,2026-02,2026-02,0,16734,3972.0
vid_1130813,YouTube,2026-02,2026-02,0,2030,403.0
vid_1121417,YouTube,2026-02,2026-02,0,885,186.0
vid_1132084,YouTube,2026-02,2026-02,0,3518,1840.0
vid_1129545,YouTube,2026-02,2026-02,0,15481,10606.0
vid_1130349,YouTube,2026-02,2026-02,0,6857,36051.0
vid_1127931,YouTube,2026-02,2026-02,0,163,71.0
vid_1127918,YouTube,2026-02,2026-02,0,284,101.0
vid_1128266,YouTube,2026-02,2026-02,0,310,90.0
vid_1128266,YouTube,2026-02,2026-02,0,17232,4780.0
vid_1122238,YouTube,2026-02,2026-02,0,535,223.0
vid_1127081,YouTube,2026-02,2026-02,0,6489,2528.0
vid_1121603,YouTube,2026-02,2026-02,0,3356,774.0
vid_1131847,YouTube,2026-02,2026-02,0,11605,2117.0
vid_1129314,YouTube,2026-02,2026-02,0,2002,455.0
vid_1127403,YouTube,2026-02,2026-02,0,9728,48699.0
vid_1127985,YouTube,2026-02,2026-02,0,1180,3004.0
vid_1126860,YouTube,2026-02,2026-02,0,6622,4669.0
vid_1127943,YouTube,2026-02,2026-02,0,3759,1661.0
vid_1131505,YouTube,2026-02,2026-02,0,32016,8043.0
vid_1122202,YouTube,2026-02,2026-02,0,1397,317.0
vid_1127373,YouTube,2026-02,2026-02,0,6246,1444.0
vid_1129294,YouTube,2026-02,2026-02,0,1,0.0
vid_1129294,YouTube,2026-02,2026-02,0,1955,1220.0
vid_1128284,YouTube,2026-02,2026-02,0,1,0.0
vid_1128284,YouTube,2026-02,2026-02,0,1327,776.0
vid_1127639,YouTube,2026-02,2026-02,0,1,0.0
vid_1127639,YouTube,2026-02,2026-02,0,10660,4459.0
vid_1129391,YouTube,2026-02,2026-02,0,98,40.0
vid_1131836,YouTube,2026-02,2026-02,0,322,116.0
vid_1121215,YouTube,2026-02,2026-02,0,311,100.0
vid_1121255,YouTube,2026-02,2026-02,0,177,84.0
vid_1130763,YouTube,2026-02,2026-02,0,6976,2902.0
vid_1129479,YouTube,2026-02,2026-02,0,10796,2660.0
vid_1130241,YouTube,2026-02,2026-02,0,8104,1897.0
vid_1127816,YouTube,2026-02,2026-02,0,11710,3280.0
vid_1126760,YouTube,2026-01,2026-02,1,673,133.0
vid_1130865,YouTube,2026-01,2026-02,1,3390,878.0
vid_1129757,YouTube,2026-01,2026-02,1,316,66.0
vid_1130084,YouTube,2026-02,2026-02,0,6356,4089.0
vid_1127393,YouTube,2026-02,2026-02,0,2725,1042.0
vid_1121339,YouTube,2026-02,2026-02,0,5284,1045.0
vid_1127864,YouTube,2026-02,2026-02,0,1994,442.0
vid_1126969,YouTube,2026-02,2026-02,0,2664,545.0
vid_1130402,YouTube,2026-02,2026-02,0,2853,9945.0
vid_1126959,YouTube,2026-02,2026-02,0,1594,1957.0
vid_1129280,YouTube,2026-02,2026-02,0,3178,24077.0
vid_1131084,YouTube,2026-01,2026-02,1,4810,3050.0
vid_1130242,YouTube,2026-01,2026-02,1,4916,2416.0
vid_1130441,YouTube,2026-01,2026-02,1,2180,1304.0
vid_1131963,YouTube,2026-01,2026-02,1,3045,623.0
vid_1129454,YouTube,2026-01,2026-02,1,1368,295.0
vid_1130927,YouTube,2026-01,2026-02,1,735,215.0
vid_1130532,YouTube,2026-01,2026-02,1,2884,1581.0
vid_1127658,YouTube,2026-01,2026-02,1,799,1030.0
vid_1121316,YouTube,2026-01,2026-02,1,12224,2497.0
vid_1127741,YouTube,2026-01,2026-02,1,432,1419.0
vid_1131748,YouTube,2026-01,2026-02,1,0,0.0
vid_1130446,YouTube,2026-01,2026-02,1,50,12.0
vid_1128723,YouTube,2026-01,2026-02,1,71,45.0
vid_1131541,YouTube,2026-01,2026-02,1,72,16.0
vid_1127797,YouTube,2026-01,2026-02,1,1753,9479.0
vid_1132311,YouTube,2026-01,2026-02,1,260,85.0
vid_1129090,YouTube,2026-01,2026-02,1,71,23.0
vid_1127105,YouTube,2026-01,2026-02,1,246,941.0
vid_1129200,YouTube,2026-01,2026-02,1,8276,1531.0
vid_1127588,YouTube,2026-01,2026-02,1,670,137.0
vid_1121287,YouTube,2026-01,2026-02,1,1023,197.0
vid_1128892,YouTube,2026-01,2026-02,1,1844,659.0
vid_1130888,YouTube,2026-01,2026-02,1,5555,2599.0
vid_1131139,YouTube,2026-01,2026-02,1,3087,621.0
vid_1129097,YouTube,2026-01,2026-02,1,1975,413.0
