video_id,content_original_id,platform,publish_date,total_views,watch_time_minutes
vid_1127093,vid_023534,YouTube,2025-08-31,264,857.0
vid_1127093,vid_033821,YouTube,2025-08-31,264,857.0
vid_1127093,vid_041456,YouTube,2025-08-31,264,857.0
vid_1127093,vid_033820,YouTube,2025-08-31,264,857.0
vid_1127093,vid_104433,YouTube,2025-08-31,264,857.0
vid_1127093,vid_031496,YouTube,2025-08-31,264,857.0
vid_1127093,vid_033821,YouTube,2025-08-31,264,857.0
vid_1127093,vid_040754,YouTube,2025-08-31,264,857.0
vid_1131081,vid_039405,YouTube,2025-09-07,417,1420.0
vid_1131081,vid_033821,YouTube,2025-09-07,417,1420.0
vid_1131081,vid_046483,YouTube,2025-09-07,417,1420.0
vid_1131081,vid_033821,YouTube,2025-09-07,417,1420.0
vid_1131081,vid_033821,YouTube,2025-09-07,417,1420.0
vid_1131081,vid_033821,YouTube,2025-09-07,417,1420.0
vid_1131081,vid_039452,YouTube,2025-09-07,417,1420.0
vid_1131081,vid_033821,YouTube,2025-09-07,417,1420.0
vid_1131081,vid_033821,YouTube,2025-09-07,417,1420.0
vid_1131081,vid_039395,YouTube,2025-09-07,417,1420.0
vid_1131081,vid_033821,YouTube,2025-09-07,417,1420.0
vid_1131081,vid_023534,YouTube,2025-09-07,417,1420.0
vid_1131081,vid_033821,YouTube,2025-09-07,417,1420.0
vid_1131081,vid_039462,YouTube,2025-09-07,417,1420.0
vid_1131081,vid_023534,YouTube,2025-09-07,417,1420.0
vid_1131081,vid_033821,YouTube,2025-09-07,417,1420.0
vid_1131081,vid_041456,YouTube,2025-09-07,417,1420.0
vid_1131081,vid_033820,YouTube,2025-09-07,417,1420.0
vid_1131081,vid_104433,YouTube,2025-09-07,417,1420.0
vid_1131081,vid_031496,YouTube,2025-09-07,417,1420.0
vid_1131081,vid_033821,YouTube,2025-09-07,417,1420.0
vid_1131081,vid_040754,YouTube,2025-09-07,417,1420.0
vid_1126880,vid_017653,YouTube,2025-11-12,5588,2671.87
vid_1127370,vid_036123,YouTube,2025-10-14,18,138.0
vid_1127370,vid_036726,YouTube,2025-10-14,18,138.0
vid_1127370,vid_036212,YouTube,2025-10-14,18,138.0
vid_1127370,vid_039495,YouTube,2025-10-14,18,138.0
vid_1127370,vid_184225,YouTube,2025-10-14,18,138.0
vid_1127370,vid_033817,YouTube,2025-10-14,18,138.0
vid_1127370,vid_058835,YouTube,2025-10-14,18,138.0
vid_1127370,vid_046361,YouTube,2025-10-14,18,138.0
vid_1127370,vid_033817,YouTube,2025-10-14,18,138.0
vid_1127370,vid_033817,YouTube,2025-10-14,18,138.0
vid_1127370,vid_033817,YouTube,2025-10-14,18,138.0
vid_1127370,vid_033817,YouTube,2025-10-14,18,138.0
vid_1127370,vid_033817,YouTube,2025-10-14,18,138.0
vid_1127370,vid_034191,YouTube,2025-10-14,18,138.0
vid_1127370,vid_033817,YouTube,2025-10-14,18,138.0
vid_1128127,vid_036123,YouTube,2025-10-07,90,229.0
vid_1128127,vid_036726,YouTube,2025-10-07,90,229.0
vid_1128127,vid_036212,YouTube,2025-10-07,90,229.0
vid_1128127,vid_039495,YouTube,2025-10-07,90,229.0
vid_1128127,vid_184225,YouTube,2025-10-07,90,229.0
vid_1128127,vid_033817,YouTube,2025-10-07,90,229.0
vid_1128127,vid_058835,YouTube,2025-10-07,90,229.0
vid_1128127,vid_046361,YouTube,2025-10-07,90,229.0
vid_1128127,vid_033817,YouTube,2025-10-07,90,229.0
vid_1128127,vid_033817,YouTube,2025-10-07,90,229.0
vid_1128127,vid_033817,YouTube,2025-10-07,90,229.0
vid_1128127,vid_033817,YouTube,2025-10-07,90,229.0
vid_1128127,vid_033817,YouTube,2025-10-07,90,229.0
vid_1128127,vid_034191,YouTube,2025-10-07,90,229.0
vid_1128127,vid_033817,YouTube,2025-10-07,90,229.0
vid_1130991,vid_033820,YouTube,2025-09-29,173,264.0
vid_1130991,vid_033820,YouTube,2025-09-29,173,264.0
vid_1130991,vid_046449,YouTube,2025-09-29,173,264.0
vid_1130991,vid_033820,YouTube,2025-09-29,173,264.0
vid_1130991,vid_033820,YouTube,2025-09-29,173,264.0
vid_1130991,vid_033820,YouTube,2025-09-29,173,264.0
vid_1130991,vid_033820,YouTube,2025-09-29,173,264.0
vid_1130991,vid_023790,YouTube,2025-09-29,173,264.0
vid_1130991,vid_046465,YouTube,2025-09-29,173,264.0
vid_1130991,vid_058844,YouTube,2025-09-29,173,264.0
vid_1130991,vid_033820,YouTube,2025-09-29,173,264.0
vid_1130991,vid_040755,YouTube,2025-09-29,173,264.0
vid_1130991,vid_036768,YouTube,2025-09-29,173,264.0
vid_1130991,vid_063326,YouTube,2025-09-29,173,264.0
vid_1130991,vid_023094,YouTube,2025-09-29,173,264.0
vid_1131295,vid_033820,YouTube,2025-09-15,69,76.0
vid_1131295,vid_033820,YouTube,2025-09-15,69,76.0
vid_1131295,vid_046449,YouTube,2025-09-15,69,76.0
vid_1131295,vid_033820,YouTube,2025-09-15,69,76.0
vid_1131295,vid_033820,YouTube,2025-09-15,69,76.0
vid_1131295,vid_033820,YouTube,2025-09-15,69,76.0
vid_1131295,vid_033820,YouTube,2025-09-15,69,76.0
vid_1131295,vid_023790,YouTube,2025-09-15,69,76.0
vid_1131295,vid_046465,YouTube,2025-09-15,69,76.0
vid_1131295,vid_058844,YouTube,2025-09-15,69,76.0
vid_1131295,vid_033820,YouTube,2025-09-15,69,76.0
vid_1131295,vid_040755,YouTube,2025-09-15,69,76.0
vid_1131295,vid_036768,YouTube,2025-09-15,69,76.0
vid_1131295,vid_063326,YouTube,2025-09-15,69,76.0
vid_1131295,vid_023094,YouTube,2025-09-15,69,76.0
vid_1124959,vid_064702,Facebook,2025-12-26,14737,3999.47
vid_1131409,vid_033817,YouTube,2025-09-22,305,1620.0
vid_1131409,vid_039495,YouTube,2025-09-22,305,1620.0
vid_1131409,vid_033817,YouTube,2025-09-22,305,1620.0
vid_1131409,vid_058835,YouTube,2025-09-22,305,1620.0
vid_1131409,vid_022721,YouTube,2025-09-22,305,1620.0
vid_1131409,vid_033817,YouTube,2025-09-22,305,1620.0
vid_1131409,vid_046361,YouTube,2025-09-22,305,1620.0
vid_1131409,vid_033817,YouTube,2025-09-22,305,1620.0
vid_1131409,vid_036212,YouTube,2025-09-22,305,1620.0
vid_1131409,vid_033817,YouTube,2025-09-22,305,1620.0
vid_1131409,vid_034191,YouTube,2025-09-22,305,1620.0
vid_1131409,vid_033817,YouTube,2025-09-22,305,1620.0
vid_1131409,vid_033817,YouTube,2025-09-22,305,1620.0
vid_1131409,vid_033817,YouTube,2025-09-22,305,1620.0
vid_1131409,vid_036726,YouTube,2025-09-22,305,1620.0
vid_1131409,vid_036123,YouTube,2025-09-22,305,1620.0
vid_1130471,vid_218760,YouTube,2025-08-28,1223,7796.0
vid_1130471,vid_218760,YouTube,2025-08-28,1223,7796.0
vid_1130471,vid_064963,YouTube,2025-08-28,1223,7796.0
vid_1130471,vid_266704,YouTube,2025-08-28,1223,7796.0
vid_1130471,vid_282531,YouTube,2025-08-28,1223,7796.0
vid_1130471,vid_241040,YouTube,2025-08-28,1223,7796.0
vid_1130471,vid_104433,YouTube,2025-08-28,1223,7796.0
vid_1130471,vid_189201,YouTube,2025-08-28,1223,7796.0
vid_1130471,vid_207279,YouTube,2025-08-28,1223,7796.0
vid_1130471,vid_309631,YouTube,2025-08-28,1223,7796.0
vid_1130471,vid_191830,YouTube,2025-08-28,1223,7796.0
vid_1130471,vid_230573,YouTube,2025-08-28,1223,7796.0
vid_1130471,vid_055727,YouTube,2025-08-28,1223,7796.0
vid_1130471,vid_230089,YouTube,2025-08-28,1223,7796.0
vid_1130471,vid_209654,YouTube,2025-08-28,1223,7796.0
vid_1127960,vid_023547,YouTube,2025-10-08,130,597.0
vid_1127960,vid_021030,YouTube,2025-10-08,130,597.0
vid_1127960,vid_029498,YouTube,2025-10-08,130,597.0
vid_1127960,vid_023547,YouTube,2025-10-08,130,597.0
vid_1127960,vid_029498,YouTube,2025-10-08,130,597.0
vid_1127960,vid_023547,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_020297,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_018452,YouTube,2025-10-08,130,597.0
vid_1127960,vid_023488,YouTube,2025-10-08,130,597.0
vid_1127960,vid_023488,YouTube,2025-10-08,130,597.0
vid_1127960,vid_041152,YouTube,2025-10-08,130,597.0
vid_1127960,vid_041152,YouTube,2025-10-08,130,597.0
vid_1127960,vid_023488,YouTube,2025-10-08,130,597.0
vid_1127960,vid_023752,YouTube,2025-10-08,130,597.0
vid_1127960,vid_023752,YouTube,2025-10-08,130,597.0
vid_1127960,vid_022929,YouTube,2025-10-08,130,597.0
vid_1127960,vid_023488,YouTube,2025-10-08,130,597.0
vid_1127960,vid_023488,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_015890,YouTube,2025-10-08,130,597.0
vid_1127960,vid_016455,YouTube,2025-10-08,130,597.0
vid_1127960,vid_016455,YouTube,2025-10-08,130,597.0
vid_1127960,vid_015890,YouTube,2025-10-08,130,597.0
vid_1127960,vid_015890,YouTube,2025-10-08,130,597.0
vid_1127960,vid_016455,YouTube,2025-10-08,130,597.0
vid_1127960,vid_022929,YouTube,2025-10-08,130,597.0
vid_1127960,vid_023534,YouTube,2025-10-08,130,597.0
vid_1127960,vid_015890,YouTube,2025-10-08,130,597.0
vid_1127960,vid_018822,YouTube,2025-10-08,130,597.0
vid_1127960,vid_031540,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_035440,YouTube,2025-10-08,130,597.0
vid_1127960,vid_035440,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_067004,YouTube,2025-10-08,130,597.0
vid_1127960,vid_023889,YouTube,2025-10-08,130,597.0
vid_1127960,vid_017691,YouTube,2025-10-08,130,597.0
vid_1127960,vid_017472,YouTube,2025-10-08,130,597.0
vid_1127960,vid_017691,YouTube,2025-10-08,130,597.0
vid_1127960,vid_017691,YouTube,2025-10-08,130,597.0
vid_1127960,vid_042425,YouTube,2025-10-08,130,597.0
vid_1127960,vid_022012,YouTube,2025-10-08,130,597.0
vid_1127960,vid_020318,YouTube,2025-10-08,130,597.0
vid_1127960,vid_022012,YouTube,2025-10-08,130,597.0
vid_1127960,vid_022012,YouTube,2025-10-08,130,597.0
vid_1127960,vid_019725,YouTube,2025-10-08,130,597.0
vid_1127960,vid_019725,YouTube,2025-10-08,130,597.0
vid_1127960,vid_041372,YouTube,2025-10-08,130,597.0
vid_1127960,vid_019725,YouTube,2025-10-08,130,597.0
vid_1127960,vid_019725,YouTube,2025-10-08,130,597.0
vid_1127960,vid_019725,YouTube,2025-10-08,130,597.0
vid_1127960,vid_019618,YouTube,2025-10-08,130,597.0
vid_1127960,vid_019725,YouTube,2025-10-08,130,597.0
vid_1127960,vid_022012,YouTube,2025-10-08,130,597.0
vid_1127960,vid_019618,YouTube,2025-10-08,130,597.0
vid_1127960,vid_019618,YouTube,2025-10-08,130,597.0
vid_1127960,vid_019618,YouTube,2025-10-08,130,597.0
vid_1127960,vid_023889,YouTube,2025-10-08,130,597.0
vid_1127960,vid_023233,YouTube,2025-10-08,130,597.0
vid_1127960,vid_022318,YouTube,2025-10-08,130,597.0
vid_1127960,vid_023889,YouTube,2025-10-08,130,597.0
vid_1127960,vid_023889,YouTube,2025-10-08,130,597.0
vid_1127960,vid_023233,YouTube,2025-10-08,130,597.0
vid_1127960,vid_042425,YouTube,2025-10-08,130,597.0
vid_1122572,vid_529467,Facebook,2025-12-21,736826,630277.49
vid_1129408,vid_309630,YouTube,2025-09-06,367,4377.0
vid_1129408,vid_218760,YouTube,2025-09-06,367,4377.0
vid_1129408,vid_279055,YouTube,2025-09-06,367,4377.0
vid_1129408,vid_350331,YouTube,2025-09-06,367,4377.0
vid_1129408,vid_185322,YouTube,2025-09-06,367,4377.0
vid_1129408,vid_238063,YouTube,2025-09-06,367,4377.0
vid_1129408,vid_246991,YouTube,2025-09-06,367,4377.0
vid_1129408,vid_246452,YouTube,2025-09-06,367,4377.0
vid_1130166,vid_057085,YouTube,2025-10-18,4095,49352.89
vid_1130166,vid_105471,YouTube,2025-10-18,4095,49352.89
vid_1130166,vid_033374,YouTube,2025-10-18,4095,49352.89
vid_1130166,vid_057085,YouTube,2025-10-18,4095,49352.89
vid_1130166,vid_014392,YouTube,2025-10-18,4095,49352.89
vid_1130166,vid_105471,YouTube,2025-10-18,4095,49352.89
vid_1130166,vid_014392,YouTube,2025-10-18,4095,49352.89
vid_1130166,vid_209641,YouTube,2025-10-18,4095,49352.89
vid_1130166,vid_209641,YouTube,2025-10-18,4095,49352.89
vid_1130166,vid_209641,YouTube,2025-10-18,4095,49352.89
vid_1130166,vid_016089,YouTube,2025-10-18,4095,49352.89
vid_1130166,vid_209641,YouTube,2025-10-18,4095,49352.89
vid_1130166,vid_209641,YouTube,2025-10-18,4095,49352.89
vid_1130166,vid_105471,YouTube,2025-10-18,4095,49352.89
vid_1130166,vid_105471,YouTube,2025-10-18,4095,49352.89
vid_1130166,vid_016089,YouTube,2025-10-18,4095,49352.89
vid_1130166,vid_057085,YouTube,2025-10-18,4095,49352.89
vid_1130166,vid_016089,YouTube,2025-10-18,4095,49352.89
vid_1130166,vid_014392,YouTube,2025-10-18,4095,49352.89
vid_1130166,vid_143080,YouTube,2025-10-18,4095,49352.89
vid_1130166,vid_105471,YouTube,2025-10-18,4095,49352.89
vid_1130166,vid_014392,YouTube,2025-10-18,4095,49352.89
vid_1130166,vid_057085,YouTube,2025-10-18,4095,49352.89
vid_1130166,vid_016089,YouTube,2025-10-18,4095,49352.89
vid_1122937,vid_389201,Facebook,2025-12-23,90050,73542.06
vid_1132315,vid_036404,YouTube,2025-08-31,1015,6297.0
vid_1132315,vid_031027,YouTube,2025-08-31,1015,6297.0
vid_1132315,vid_033820,YouTube,2025-08-31,1015,6297.0
vid_1132315,vid_033820,YouTube,2025-08-31,1015,6297.0
vid_1132315,vid_033820,YouTube,2025-08-31,1015,6297.0
vid_1132315,vid_046498,YouTube,2025-08-31,1015,6297.0
vid_1132315,vid_094378,YouTube,2025-08-31,1015,6297.0
vid_1132315,vid_033820,YouTube,2025-08-31,1015,6297.0
vid_1127304,vid_036404,YouTube,2025-09-07,1233,7024.0
vid_1127304,vid_031027,YouTube,2025-09-07,1233,7024.0
vid_1127304,vid_033820,YouTube,2025-09-07,1233,7024.0
vid_1127304,vid_033820,YouTube,2025-09-07,1233,7024.0
vid_1127304,vid_033820,YouTube,2025-09-07,1233,7024.0
vid_1127304,vid_046498,YouTube,2025-09-07,1233,7024.0
vid_1127304,vid_094378,YouTube,2025-09-07,1233,7024.0
vid_1127304,vid_033820,YouTube,2025-09-07,1233,7024.0
vid_1129352,vid_105338,YouTube,2025-10-10,696,7714.0
vid_1129352,vid_105338,YouTube,2025-10-10,696,7714.0
vid_1129352,vid_046595,YouTube,2025-10-10,696,7714.0
vid_1129352,vid_105338,YouTube,2025-10-10,696,7714.0
vid_1129352,vid_105338,YouTube,2025-10-10,696,7714.0
vid_1129352,vid_105338,YouTube,2025-10-10,696,7714.0
vid_1129352,vid_105338,YouTube,2025-10-10,696,7714.0
vid_1129352,vid_105338,YouTube,2025-10-10,696,7714.0
vid_1129352,vid_031496,YouTube,2025-10-10,696,7714.0
vid_1129352,vid_022839,YouTube,2025-10-10,696,7714.0
vid_1129352,vid_023085,YouTube,2025-10-10,696,7714.0
vid_1122400,vid_036212,YouTube,2025-09-29,40,80.0
vid_1122400,vid_037840,YouTube,2025-09-29,40,80.0
vid_1122400,vid_024789,YouTube,2025-09-29,40,80.0
vid_1122400,vid_056578,YouTube,2025-09-29,40,80.0
vid_1122400,vid_080020,YouTube,2025-09-29,40,80.0
vid_1122400,vid_264582,YouTube,2025-09-29,40,80.0
vid_1122400,vid_264582,YouTube,2025-09-29,40,80.0
vid_1122400,vid_023790,YouTube,2025-09-29,40,80.0
vid_1122400,vid_040754,YouTube,2025-09-29,40,80.0
vid_1122400,vid_023094,YouTube,2025-09-29,40,80.0
vid_1122400,vid_031027,YouTube,2025-09-29,40,80.0
vid_1122400,vid_025768,YouTube,2025-09-29,40,80.0
vid_1122400,vid_094378,YouTube,2025-09-29,40,80.0
vid_1122400,vid_024017,YouTube,2025-09-29,40,80.0
vid_1131535,vid_036212,YouTube,2025-09-15,179,403.0
vid_1131535,vid_037840,YouTube,2025-09-15,179,403.0
vid_1131535,vid_024789,YouTube,2025-09-15,179,403.0
vid_1131535,vid_056578,YouTube,2025-09-15,179,403.0
vid_1131535,vid_080020,YouTube,2025-09-15,179,403.0
vid_1131535,vid_264582,YouTube,2025-09-15,179,403.0
vid_1131535,vid_264582,YouTube,2025-09-15,179,403.0
vid_1131535,vid_023790,YouTube,2025-09-15,179,403.0
vid_1131535,vid_040754,YouTube,2025-09-15,179,403.0
vid_1131535,vid_023094,YouTube,2025-09-15,179,403.0
vid_1131535,vid_031027,YouTube,2025-09-15,179,403.0
vid_1131535,vid_025768,YouTube,2025-09-15,179,403.0
vid_1131535,vid_094378,YouTube,2025-09-15,179,403.0
vid_1131535,vid_024017,YouTube,2025-09-15,179,403.0
vid_1131178,vid_036212,YouTube,2025-10-22,16,49.0
vid_1131178,vid_037840,YouTube,2025-10-22,16,49.0
vid_1131178,vid_024789,YouTube,2025-10-22,16,49.0
vid_1131178,vid_056578,YouTube,2025-10-22,16,49.0
vid_1131178,vid_080020,YouTube,2025-10-22,16,49.0
vid_1131178,vid_264582,YouTube,2025-10-22,16,49.0
vid_1131178,vid_264582,YouTube,2025-10-22,16,49.0
vid_1131178,vid_023790,YouTube,2025-10-22,16,49.0
vid_1131178,vid_040754,YouTube,2025-10-22,16,49.0
vid_1131178,vid_023094,YouTube,2025-10-22,16,49.0
vid_1131178,vid_031027,YouTube,2025-10-22,16,49.0
vid_1131178,vid_025768,YouTube,2025-10-22,16,49.0
vid_1131178,vid_094378,YouTube,2025-10-22,16,49.0
vid_1131178,vid_024017,YouTube,2025-10-22,16,49.0
vid_1132283,vid_036212,YouTube,2025-10-07,31,145.0
vid_1132283,vid_037840,YouTube,2025-10-07,31,145.0
vid_1132283,vid_024789,YouTube,2025-10-07,31,145.0
vid_1132283,vid_056578,YouTube,2025-10-07,31,145.0
vid_1132283,vid_080020,YouTube,2025-10-07,31,145.0
vid_1132283,vid_264582,YouTube,2025-10-07,31,145.0
vid_1132283,vid_264582,YouTube,2025-10-07,31,145.0
vid_1132283,vid_023790,YouTube,2025-10-07,31,145.0
vid_1132283,vid_040754,YouTube,2025-10-07,31,145.0
vid_1132283,vid_023094,YouTube,2025-10-07,31,145.0
vid_1132283,vid_031027,YouTube,2025-10-07,31,145.0
vid_1132283,vid_025768,YouTube,2025-10-07,31,145.0
vid_1132283,vid_094378,YouTube,2025-10-07,31,145.0
vid_1132283,vid_024017,YouTube,2025-10-07,31,145.0
vid_1129459,vid_036212,YouTube,2025-09-22,27,23.0
vid_1129459,vid_037840,YouTube,2025-09-22,27,23.0
vid_1129459,vid_024789,YouTube,2025-09-22,27,23.0
vid_1129459,vid_056578,YouTube,2025-09-22,27,23.0
vid_1129459,vid_080020,YouTube,2025-09-22,27,23.0
vid_1129459,vid_264582,YouTube,2025-09-22,27,23.0
vid_1129459,vid_264582,YouTube,2025-09-22,27,23.0
vid_1129459,vid_023790,YouTube,2025-09-22,27,23.0
vid_1129459,vid_040754,YouTube,2025-09-22,27,23.0
vid_1129459,vid_023094,YouTube,2025-09-22,27,23.0
vid_1129459,vid_031027,YouTube,2025-09-22,27,23.0
vid_1129459,vid_025768,YouTube,2025-09-22,27,23.0
vid_1129459,vid_094378,YouTube,2025-09-22,27,23.0
vid_1129459,vid_024017,YouTube,2025-09-22,27,23.0
vid_1129176,vid_036212,YouTube,2025-10-14,53,200.0
vid_1129176,vid_037840,YouTube,2025-10-14,53,200.0
vid_1129176,vid_024789,YouTube,2025-10-14,53,200.0
vid_1129176,vid_056578,YouTube,2025-10-14,53,200.0
vid_1129176,vid_080020,YouTube,2025-10-14,53,200.0
vid_1129176,vid_264582,YouTube,2025-10-14,53,200.0
vid_1129176,vid_264582,YouTube,2025-10-14,53,200.0
vid_1129176,vid_023790,YouTube,2025-10-14,53,200.0
vid_1129176,vid_040754,YouTube,2025-10-14,53,200.0
vid_1129176,vid_023094,YouTube,2025-10-14,53,200.0
vid_1129176,vid_031027,YouTube,2025-10-14,53,200.0
vid_1129176,vid_025768,YouTube,2025-10-14,53,200.0
vid_1129176,vid_094378,YouTube,2025-10-14,53,200.0
vid_1129176,vid_024017,YouTube,2025-10-14,53,200.0
vid_1129047,vid_036212,YouTube,2025-10-29,58,114.0
vid_1129047,vid_037840,YouTube,2025-10-29,58,114.0
vid_1129047,vid_024789,YouTube,2025-10-29,58,114.0
vid_1129047,vid_056578,YouTube,2025-10-29,58,114.0
vid_1129047,vid_080020,YouTube,2025-10-29,58,114.0
vid_1129047,vid_264582,YouTube,2025-10-29,58,114.0
vid_1129047,vid_264582,YouTube,2025-10-29,58,114.0
vid_1129047,vid_023790,YouTube,2025-10-29,58,114.0
vid_1129047,vid_040754,YouTube,2025-10-29,58,114.0
